vivienda_id_sistema,familia_id_sistema,departamento,municipio,area,comuna_o_corregimiento,barrio_o_vereda,sector,ingresos_familiares,perros_machos,perros_hembras,perros_vacunados,perros_sin_vacunar,gatos_machos,gatos_hembras,gatos_vacunados,gatos_sin_vacunar,equinos,aves,porcinos,bovinos,otros,otros_nombre,presencia_roedores,perros_peligrosos,fecha_visita
6529,6537,66 - RISARALDA,001 - PEREIRA,U,BOSTON,LA LAGUNA *,LA LAGUNA *,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,09/06/2022 12:00:00 AM
9294,9307,66 - RISARALDA,001 - PEREIRA,U,CUBA,BRISAS DEL CONSOTA,BRISAS DEL CONSOTA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,11/01/2022 12:00:00 AM
13601,15499,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,LAS BRISAS,BRISAS SECTOR A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/11/2022 12:00:00 AM
16991,22892,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,MARIA AUXILIADORA,2,2,0,2,0,0,0,0,0,0,0,0,0,11,Peces,1 - Si,,09/09/2022 12:00:00 AM
17276,23617,66 - RISARALDA,001 - PEREIRA,U,ORIENTE,BRISAS DEL OTUN= CHARCO NEGRO *,BRISAS DEL OTUN= CHARCO NEGRO *,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,11/01/2022 12:00:00 AM
18278,25913,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,11/01/2022 12:00:00 AM
18302,25944,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,SAN ISIDRO,1,1,0,1,0,0,0,0,0,0,14,0,0,0,,2 - No,,10/12/2022 12:00:00 AM
18678,26739,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,2,0,2,0,0,0,0,0,0,0,0,0,0,,1 - Si,,09/14/2022 12:00:00 AM
21370,34141,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/05/2022 12:00:00 AM
21489,34783,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,VILLA SANTANA (INTERMEDIO) *,VILLA SANTANA (INTERMEDIO) *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/15/2022 12:00:00 AM
22105,37179,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,VILLA SANTANA (INTERMEDIO) *,VILLA SANTANA (INTERMEDIO) *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/15/2022 12:00:00 AM
23357,41138,66 - RISARALDA,001 - PEREIRA,U,BOSTON,UNIDAD *,UNIDAD *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,06/22/2022 12:00:00 AM
23406,41246,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,LOS ALMENDROS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,08/31/2022 12:00:00 AM
24118,43893,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,LAS BRISAS,BRISAS SECTOR A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/19/2022 12:00:00 AM
24127,43970,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,11/15/2022 12:00:00 AM
25639,54038,66 - RISARALDA,001 - PEREIRA,R,LA BELLA,LA BELLA,LA BELLA,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/14/2022 12:00:00 AM
26012,54433,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Buenos Aires,Buenos Aires,2,0,0,0,0,0,0,0,0,0,0,0,0,7,Conejos,2 - No,,09/15/2022 12:00:00 AM
26942,55446,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL PROGRESO,1,1,0,1,0,0,1,1,0,0,0,0,0,0,,1 - Si,,10/14/2022 12:00:00 AM
27011,55544,66 - RISARALDA,001 - PEREIRA,R,ARABIA,ARABIA,ARABIA,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/07/2022 12:00:00 AM
27060,55596,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,1 - Si,,08/16/2022 12:00:00 AM
27192,55778,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2 - No,,08/23/2022 12:00:00 AM
27194,55780,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,08/19/2022 12:00:00 AM
27208,55798,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,11/01/2022 12:00:00 AM
27236,55834,66 - RISARALDA,001 - PEREIRA,U,CONSOTA,MIRAFLORES,MIRAFLORES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/02/2022 12:00:00 AM
27347,55968,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,2 - No,,08/30/2022 12:00:00 AM
27398,56030,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,08/29/2022 12:00:00 AM
28065,56992,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,CAMELIAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,09/06/2022 12:00:00 AM
28105,57135,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,CAMELIAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,11/10/2022 12:00:00 AM
28331,57671,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/14/2022 12:00:00 AM
28342,57724,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 - No,,11/14/2022 12:00:00 AM
28436,57867,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,09/28/2022 12:00:00 AM
29033,58970,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,LAURELES I *,LAURELES I *,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,11/28/2022 12:00:00 AM
29119,59071,66 - RISARALDA,001 - PEREIRA,U,OLIMPICA,Torres del Campo,Torres del Campo,999,1,0,0,1,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,11/25/2022 12:00:00 AM
29193,59154,66 - RISARALDA,001 - PEREIRA,U,OLIMPICA,Torres del Campo,Torres del Campo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2 - No,,11/22/2022 12:00:00 AM
29653,59634,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,GUAYACANES *,GUAYACANES *,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,11/19/2022 12:00:00 AM
29947,59930,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,EL DANUBIO,EL DANUBIO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2 - No,,12/01/2022 12:00:00 AM
29978,59961,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,GUAYACANES *,GUAYACANES *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,11/19/2022 12:00:00 AM
30108,60094,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,GUAYACANES *,GUAYACANES *,999,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 - No,2 - No,11/21/2022 12:00:00 AM
30487,60507,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,VILLA SANTANA (INTERMEDIO) *,VILLA SANTANA (INTERMEDIO) *,999,0,0,0,0,0,1,1,0,0,0,0,0,0,,1 - Si,2 - No,09/26/2022 12:00:00 AM
30587,60634,66 - RISARALDA,001 - PEREIRA,U,BOSTON,LA LAGUNA *,LA LAGUNA *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,09/08/2022 12:00:00 AM
30592,60639,66 - RISARALDA,001 - PEREIRA,U,BOSTON,LA LAGUNA *,LA LAGUNA *,1,1,0,1,0,1,0,1,0,0,2,0,0,0,,2 - No,2 - No,09/09/2022 12:00:00 AM
31115,61192,66 - RISARALDA,001 - PEREIRA,U,BOSTON,LA LAGUNA *,LA LAGUNA *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,09/09/2022 12:00:00 AM
31263,61347,66 - RISARALDA,001 - PEREIRA,U,EL ROCIO,ROCIO ALTO *,ROCIO ALTO *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,10/31/2022 12:00:00 AM
31411,61504,66 - RISARALDA,001 - PEREIRA,U,EL ROCIO,ROCIO ALTO *,ROCIO ALTO *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,11/14/2022 12:00:00 AM
31781,61919,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,NUEVO PLAN *,NUEVO PLAN *,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,12/09/2022 12:00:00 AM
32575,62803,66 - RISARALDA,001 - PEREIRA,U,EL ROCIO,ROCIO ALTO *,ROCIO ALTO *,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,11/11/2022 12:00:00 AM
32870,64036,66 - RISARALDA,001 - PEREIRA,U,CONSOTA,EL ROSAL,EL ROSAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/21/2022 12:00:00 AM
32915,64180,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,0,0,0,0,2,3,4,0,0,0,0,0,0,,2 - No,2 - No,08/18/2022 12:00:00 AM
32974,64321,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2 - No,,11/01/2022 12:00:00 AM
33108,64787,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Santiago Trujillo,Santiago Trujillo,2,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 - No,2 - No,09/26/2022 12:00:00 AM
33131,64847,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Leon Suarez,Leon Suarez,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/21/2022 12:00:00 AM
33202,65142,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,LAS BRISAS,BRISAS SECTOR A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/27/2022 12:00:00 AM
33222,65205,66 - RISARALDA,001 - PEREIRA,R,CAIMALITO,AZUFRAL,SECTOR VEINTE DE JULIO,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,1 - Si,2 - No,08/25/2022 12:00:00 AM
33261,65276,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Santiago Trujillo,Santiago Trujillo,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,2 - No,,09/26/2022 12:00:00 AM
33410,65657,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Buenos Aires,Buenos Aires,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,1 - Si,,09/20/2022 12:00:00 AM
33501,65843,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,LOS ALMENDROS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2 - No,1 - Si,08/31/2022 12:00:00 AM
33526,65923,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,La Primavera,La Primavera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/24/2022 12:00:00 AM
33536,65944,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,LOS ALMENDROS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,08/31/2022 12:00:00 AM
33638,66239,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,MARIA AUXILIADORA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,09/09/2022 12:00:00 AM
33698,66413,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Buenos Aires,Buenos Aires,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,09/20/2022 12:00:00 AM
33874,66764,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,PERLA DEL SUR,PERLA DEL SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,11/19/2022 12:00:00 AM
33930,66888,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,1,0,1,0,0,0,0,0,3,Conejos,1 - Si,,09/14/2022 12:00:00 AM
34131,67306,66 - RISARALDA,001 - PEREIRA,U,CONSOTA,CIUDADELA VILLA CONSOTA,EL DORADO,478,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,07/12/2022 12:00:00 AM
34304,67701,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/28/2022 12:00:00 AM
34676,68506,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,2 - No,,10/04/2022 12:00:00 AM
34831,68924,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/05/2022 12:00:00 AM
34833,68926,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/05/2022 12:00:00 AM
34838,68931,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Cucarachas,2 - No,,10/05/2022 12:00:00 AM
34955,69122,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/27/2022 12:00:00 AM
35321,69891,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,EL COFRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/05/2022 12:00:00 AM
35402,70124,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,SAN ISIDRO,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/11/2022 12:00:00 AM
35403,70125,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,SAN ISIDRO,1,3,0,3,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/11/2022 12:00:00 AM
35422,70191,66 - RISARALDA,001 - PEREIRA,U,EL ROCIO,CARACOL LA CURVA,CARACOL LA CURVA,1,1,1,2,0,1,1,2,0,0,0,0,0,0,,1 - Si,2 - No,08/16/2022 12:00:00 AM
35629,70646,66 - RISARALDA,001 - PEREIRA,U,OLIMPICA,Torres del Campo,Torres del Campo,790,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,11/25/2022 12:00:00 AM
35659,70706,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,SAN ISIDRO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/11/2022 12:00:00 AM
35756,70927,66 - RISARALDA,001 - PEREIRA,R,CAIMALITO,AZUFRAL,PRIMERO DE MAYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,09/26/2022 12:00:00 AM
35865,71202,66 - RISARALDA,001 - PEREIRA,U,EL POBLADO,ROCIO BAJO,ROCIO BAJO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,02/07/2022 12:00:00 AM
36011,71442,66 - RISARALDA,001 - PEREIRA,U,OLIMPICA,Torres del Campo,Torres del Campo,791,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 - No,,11/21/2022 12:00:00 AM
36028,71519,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PORVENIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,08/30/2022 12:00:00 AM
36123,71738,66 - RISARALDA,001 - PEREIRA,R,CAIMALITO,AZUFRAL,PRIMERO DE MAYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,09/28/2022 12:00:00 AM
36124,71739,66 - RISARALDA,001 - PEREIRA,R,CAIMALITO,AZUFRAL,PRIMERO DE MAYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,09/28/2022 12:00:00 AM
36648,72697,66 - RISARALDA,001 - PEREIRA,U,BOSTON,LA LAGUNA *,LA LAGUNA *,1,1,0,1,0,0,1,1,0,0,0,0,0,30,Peces,2 - No,2 - No,09/09/2022 12:00:00 AM
36931,73177,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Salamanca,Salamanca,999,2,0,2,0,0,0,0,0,0,4,0,0,0,,2 - No,2 - No,02/24/2022 12:00:00 AM
37191,73718,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Leon Suarez,Leon Suarez,999,0,0,0,0,1,0,1,0,0,0,0,0,0,,2 - No,,09/21/2022 12:00:00 AM
37342,73999,66 - RISARALDA,001 - PEREIRA,R,ALTAGRACIA,Santiago Trujillo,Santiago Trujillo,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,09/26/2022 12:00:00 AM
37421,74137,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/26/2022 12:00:00 AM
37424,74140,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/26/2022 12:00:00 AM
37443,74204,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,08/18/2022 12:00:00 AM
37446,74207,66 - RISARALDA,001 - PEREIRA,R,PUERTO CALDAS,PUERTO CALDAS,PUENTE BLANCO,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,10/27/2022 12:00:00 AM
37525,74346,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Urbanizacion Santa Clara,URBANIZACION SANTA CLARA,456,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,06/02/2022 12:00:00 AM
37532,74353,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Urbanizacion Santa Clara,URBANIZACION SANTA CLARA,345,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,06/03/2022 12:00:00 AM
37931,75027,66 - RISARALDA,001 - PEREIRA,U,CUBA,CORTES,CORTES,456,1,2,3,0,0,0,0,0,0,0,0,0,10,Gallinas,2 - No,2 - No,08/26/2022 12:00:00 AM
38001,75134,66 - RISARALDA,001 - PEREIRA,U,OLIMPICA,Torres del Campo,Torres del Campo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2 - No,,11/21/2022 12:00:00 AM
38150,75371,66 - RISARALDA,001 - PEREIRA,U,ORIENTE,BRISAS DEL OTUN= CHARCO NEGRO *,BRISAS DEL OTUN= CHARCO NEGRO *,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,10/24/2022 12:00:00 AM
38500,75908,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Urbanizacion Santa Clara,URBANIZACION SANTA CLARA,344,0,0,0,0,0,2,1,1,0,0,0,0,0,,2 - No,2 - No,06/02/2022 12:00:00 AM
38628,76100,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Salamanca,Salamanca,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,02/17/2022 12:00:00 AM
38740,76307,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Salamanca,Salamanca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,06/06/2022 12:00:00 AM
39409,77165,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/13/2022 12:00:00 AM
39410,77166,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,,,,,,,,,,,,,,,,,01/13/2022 12:00:00 AM
39412,77168,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,01/13/2022 12:00:00 AM
39413,77169,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/13/2022 12:00:00 AM
39414,77170,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/14/2022 12:00:00 AM
39416,77172,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,2,,,,,,,,,,,,,,,,,01/15/2022 12:00:00 AM
39417,77173,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,2 - No,2 - No,01/16/2022 12:00:00 AM
39418,77174,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/16/2022 12:00:00 AM
39421,77177,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,1,1,2,0,0,0,0,0,0,,2 - No,,01/16/2022 12:00:00 AM
39422,77178,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,01/16/2022 12:00:00 AM
39423,77179,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Conejo,2 - No,,01/17/2022 12:00:00 AM
39424,77180,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,1 - Si,,01/17/2022 12:00:00 AM
39425,77181,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,01/17/2022 12:00:00 AM
39426,77182,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/18/2022 12:00:00 AM
39427,77183,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,,,,,,,,,,,,,,,,,01/18/2022 12:00:00 AM
39428,77184,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/18/2022 12:00:00 AM
39429,77185,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/18/2022 12:00:00 AM
39430,77186,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,01/18/2022 12:00:00 AM
39431,77187,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/19/2022 12:00:00 AM
39432,77188,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/19/2022 12:00:00 AM
39433,77189,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 - Si,,01/20/2022 12:00:00 AM
39434,77190,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/20/2022 12:00:00 AM
39447,77205,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,1 - Si,2 - No,01/24/2022 12:00:00 AM
39448,77206,66 - RISARALDA,001 - PEREIRA,U,SAN NICOLAS,LA DULCERA,LA DULCERA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,01/24/2022 12:00:00 AM
39450,77337,66 - RISARALDA,001 - PEREIRA,U,EL POBLADO,ROCIO BAJO,ROCIO BAJO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,02/07/2022 12:00:00 AM
39451,77356,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Salamanca,Salamanca,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,2 - No,2 - No,02/08/2022 12:00:00 AM
39452,77357,66 - RISARALDA,001 - PEREIRA,U,SAN JOAQUIN,Salamanca,Salamanca,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,2 - No,02/08/2022 12:00:00 AM
39454,77441,66 - RISARALDA,001 - PEREIRA,U,VILLASANTANA,MONSERRATE,MONSERRATE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2 - No,,02/16/2022 12:00:00 AM
